source_session_path,site,garage,connection_time,disconnect_time,energy_delivered_kwh,maximum_observed_power_kw,maximum_pilot_a,source_compressed_bytes,resource_id
time series data/caltech/California_Garage_01/2-39-78-363-2019-06-18T18-01-13-677057.csv.gz,caltech,California_Garage_01,2019-06-18T18:01:14+00:00,2019-06-19T02:02:54+00:00,16.54136,6.81117,0.0,58513,ev_0358
time series data/caltech/California_Garage_02/2-6-3-1367-2019-08-28T19-14-53-284020.csv.gz,caltech,California_Garage_02,2019-08-28T19:14:57+00:00,2019-08-28T22:40:37+00:00,7.56344,6.32403,0.0,31269,ev_0359
time series data/caltech/California_Garage_02/2-6-3-1366-2019-02-06T05-11-01-196706.csv.gz,caltech,California_Garage_02,2019-02-06T05:11:01+00:00,2019-02-06T15:39:49+00:00,39.59375,9.94157,0.0,86334,ev_0360
time series data/caltech/California_Garage_02/2-6-3-1361-2019-09-08T02-59-33-260951.csv.gz,caltech,California_Garage_02,2019-09-08T02:59:35+00:00,2019-09-08T03:22:34+00:00,2.35089,6.41514,0.0,5240,ev_0361
time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-10-08T03-55-12-287335.csv.gz,caltech,N_Wilson_Garage_01,2020-10-08T03:55:14.499699+00:00,2020-10-08T03:58:20.075959+00:00,1.134,26.1831,125.0,462,ev_0362
time series data/jpl/Arroyo_Garage_01/1-1-194-822-2020-07-21T14-31-36-433572.csv.gz,jpl,Arroyo_Garage_01,2020-07-21T14:31:36+00:00,2020-07-21T19:17:32+00:00,0.88189,1.892,8.0,20551,ev_0363
time series data/caltech/California_Garage_02/2-6-3-1364-2020-11-05T17-15-35-187312.csv.gz,caltech,California_Garage_02,2020-11-05T17:15:35+00:00,2020-11-05T23:29:20+00:00,7.00309,3.03181,0.0,42064,ev_0364
time series data/caltech/California_Garage_01/2-39-89-25-2019-08-13T16-23-29-714422.csv.gz,caltech,California_Garage_01,2019-08-13T18:27:01+00:00,2019-08-13T18:43:46+00:00,0.82784,0.0,8.0,1202,ev_0365
time series data/caltech/California_Garage_01/2-39-95-444-2020-02-14T20-09-19-242768.csv.gz,caltech,California_Garage_01,2020-02-14T20:09:19+00:00,2020-02-15T01:02:06+00:00,4.64593,3.794,32.0,27021,ev_0366
time series data/caltech/California_Garage_01/2-39-79-377-2019-03-07T16-05-56-948538.csv.gz,caltech,California_Garage_01,2019-03-07T16:06:00+00:00,2019-03-08T05:51:38+00:00,15.64832,3.603,32.0,86260,ev_0367
time series data/caltech/California_Garage_01/2-39-79-383-2019-03-25T15-42-20-096968.csv.gz,caltech,California_Garage_01,2019-03-25T15:42:20+00:00,2019-03-25T23:38:18+00:00,22.47762,6.933,32.0,82344,ev_0368
time series data/jpl/Arroyo_Garage_01/1-1-193-816-2020-10-26T16-06-14-586353.csv.gz,jpl,Arroyo_Garage_01,2020-10-26T16:06:18+00:00,2020-10-27T01:02:26+00:00,9.51432,3.339,26.0,58911,ev_0369
time series data/caltech/California_Garage_02/2-6-3-1362-2019-10-22T15-39-50-848747.csv.gz,caltech,California_Garage_02,2019-10-22T15:39:51+00:00,2019-10-23T00:29:01+00:00,5.70325,3.30512,0.0,42327,ev_0370
time series data/caltech/California_Garage_02/2-6-3-1356-2019-10-16T13-44-21-057781.csv.gz,caltech,California_Garage_02,2019-10-16T13:44:21+00:00,2019-10-16T19:05:13+00:00,17.78697,6.33714,0.0,50943,ev_0371
time series data/caltech/California_Garage_01/2-39-127-19-2019-05-09T15-28-35-482330.csv.gz,caltech,California_Garage_01,2019-05-09T15:28:35+00:00,2019-05-09T19:19:31+00:00,4.4136,3.352,32.0,25676,ev_0372
time series data/caltech/California_Garage_02/2-6-3-1362-2019-11-13T02-09-09-628992.csv.gz,caltech,California_Garage_02,2019-11-13T02:09:35+00:00,2019-11-13T02:24:50+00:00,2.3229,10.17578,0.0,3364,ev_0373
time series data/caltech/California_Garage_01/2-39-127-19-2018-07-06T23-00-38-707636.csv.gz,caltech,California_Garage_01,2018-07-06T23:00:42+00:00,2018-07-07T01:51:57+00:00,13.96098,6.802,,26847,ev_0374
time series data/caltech/California_Garage_01/2-39-88-438-2020-01-21T18-09-14-007267.csv.gz,caltech,California_Garage_01,2020-01-21T18:09:17+00:00,2020-01-21T20:33:47+00:00,6.76318,3.371,32.0,27325,ev_0375
time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-08-30T12-14-21-399734.csv.gz,caltech,N_Wilson_Garage_01,2020-08-30T12:14:21.399734+00:00,2020-08-30T12:14:21.515791+00:00,0.74,39.7976,125.0,274,ev_0376
time series data/caltech/California_Garage_01/2-39-139-567-2018-06-05T16-04-22-937572.csv.gz,caltech,California_Garage_01,2018-06-05T16:04:26+00:00,2018-06-05T16:06:21+00:00,0.03944,1.445,,554,ev_0377
time series data/caltech/California_Garage_01/2-39-88-24-2018-06-27T14-50-56-498846.csv.gz,caltech,California_Garage_01,2018-06-27T14:50:56+00:00,2018-06-27T21:39:01+00:00,5.35854,3.549,,37325,ev_0378
time series data/caltech/California_Garage_01/2-39-95-444-2019-04-22T19-19-15-098838.csv.gz,caltech,California_Garage_01,2019-04-22T19:19:15+00:00,2019-04-22T23:08:51+00:00,0.88836,1.834,8.0,18213,ev_0379
time series data/caltech/California_Garage_02/2-6-3-1629-2019-09-04T14-54-21-243393.csv.gz,caltech,California_Garage_02,2019-09-04T14:54:23+00:00,2019-09-04T15:14:30+00:00,3.19753,11.12073,80.0,6514,ev_0380
time series data/caltech/California_Garage_01/2-39-78-365-2018-08-14T02-18-52-382515.csv.gz,caltech,California_Garage_01,2018-08-14T02:18:52+00:00,2018-08-14T03:28:51+00:00,2.22138,2.54134,,10797,ev_0381
time series data/caltech/California_Garage_01/2-39-139-567-2018-09-06T16-57-25-817295.csv.gz,caltech,California_Garage_01,2018-09-06T16:57:29+00:00,2018-09-07T02:08:59+00:00,11.23041,6.751,,41217,ev_0382
time series data/caltech/California_Garage_01/2-39-139-28-2018-07-22T15-58-14-667606.csv.gz,caltech,California_Garage_01,2018-07-22T15:58:18+00:00,2018-07-22T18:01:31+00:00,4.90638,3.583,,18864,ev_0383
time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2019-09-30T16-42-15-239637.csv.gz,caltech,S_Wilson_Garage_01,2019-09-30T16:42:15+00:00,2019-10-01T00:20:52+00:00,11.70326,3.193,32.0,54809,ev_0384
time series data/caltech/California_Garage_01/2-39-139-28-2018-08-24T14-33-31-688846.csv.gz,caltech,California_Garage_01,2018-08-24T14:33:34+00:00,2018-08-25T04:33:51+00:00,5.56918,6.917,,40721,ev_0385
time series data/caltech/California_Garage_01/2-39-79-379-2018-07-30T23-53-59-482243.csv.gz,caltech,California_Garage_01,2018-07-30T23:53:59+00:00,2018-07-31T13:21:46+00:00,16.72847,3.57,,78206,ev_0386
time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2020-04-21T02-10-49-267571.csv.gz,caltech,S_Wilson_Garage_01,2020-04-21T02:10:49+00:00,2020-04-21T02:38:00+00:00,1.42457,3.243,31.0,5307,ev_0387
time series data/caltech/California_Garage_01/2-39-79-381-2019-10-30T16-30-24-843730.csv.gz,caltech,California_Garage_01,2019-10-30T16:30:39+00:00,2019-10-30T23:59:14+00:00,46.64532,7.148,32.0,85453,ev_0388
time series data/caltech/California_Garage_01/2-39-139-28-2018-12-18T20-57-06-834932.csv.gz,caltech,California_Garage_01,2018-12-18T20:57:09+00:00,2018-12-19T02:31:28+00:00,1.50418,3.353,32.0,24616,ev_0389
time series data/caltech/California_Garage_01/2-39-78-363-2019-09-05T17-07-34-261661.csv.gz,caltech,California_Garage_01,2019-09-05T17:07:34+00:00,2019-09-06T02:06:02+00:00,12.8129,5.12366,0.0,71046,ev_0390
time series data/caltech/California_Garage_01/2-39-78-365-2018-08-05T02-28-10-441095.csv.gz,caltech,California_Garage_01,2018-08-05T02:28:10+00:00,2018-08-05T02:46:58+00:00,1.88671,6.72984,,3909,ev_0391
time series data/jpl/Arroyo_Garage_01/1-1-179-787-2020-10-07T19-33-41-944954.csv.gz,jpl,Arroyo_Garage_01,2020-10-07T19:33:45+00:00,2020-10-07T23:08:16+00:00,11.0811,3.194,32.0,38078,ev_0392
time series data/caltech/California_Garage_01/2-39-125-21-2018-11-29T16-56-13-952876.csv.gz,caltech,California_Garage_01,2018-11-29T16:56:14+00:00,2018-11-30T02:53:30+00:00,4.30498,3.571,32.0,51080,ev_0393
time series data/jpl/Arroyo_Garage_01/1-1-191-792-2020-11-24T19-37-25-059953.csv.gz,jpl,Arroyo_Garage_01,2020-11-24T19:37:29+00:00,2020-11-24T20:14:03+00:00,0.8403,6.174,32.0,7592,ev_0394
time series data/caltech/California_Garage_01/2-39-90-26-2018-11-30T17-54-02-503270.csv.gz,caltech,California_Garage_01,2018-11-30T17:54:02+00:00,2018-12-01T01:51:07+00:00,4.85508,3.514,32.0,42770,ev_0395
time series data/caltech/California_Garage_02/2-6-3-1625-2020-06-29T05-25-15-890798.csv.gz,caltech,California_Garage_02,2020-06-29T05:25:16+00:00,2020-06-29T05:38:54+00:00,2.42351,11.10257,80.0,3871,ev_0396
time series data/jpl/Arroyo_Garage_01/1-1-178-823-2020-10-20T12-50-55-092412.csv.gz,jpl,Arroyo_Garage_01,2020-10-20T12:51:07+00:00,2020-10-20T18:49:43+00:00,13.04325,6.4,32.0,51469,ev_0397
time series data/caltech/California_Garage_02/2-6-3-1624-2019-08-03T01-00-04-778126.csv.gz,caltech,California_Garage_02,2019-08-03T01:00:08+00:00,2019-08-03T03:31:04+00:00,26.65469,10.95084,80.0,45072,ev_0398
time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2020-09-25T15-38-41-696264.csv.gz,caltech,S_Wilson_Garage_01,2020-09-25T15:38:45+00:00,2020-09-25T21:28:09+00:00,7.85489,3.356,32.0,40865,ev_0399
time series data/caltech/California_Garage_01/2-39-79-380-2019-10-23T20-00-24-298778.csv.gz,caltech,California_Garage_01,2019-10-23T20:00:24+00:00,2019-10-23T21:50:29+00:00,0.51877,1.719,8.0,10434,ev_0400
time series data/caltech/California_Garage_02/2-6-65-4549-2020-09-22T04-15-42-747944.csv.gz,caltech,California_Garage_02,2020-09-22T04:15:44.380936+00:00,2020-09-22T04:47:34.960371+00:00,23.371,46.8318,125.0,3231,ev_0401
time series data/caltech/California_Garage_01/2-39-89-25-2018-07-17T15-35-09-098460.csv.gz,caltech,California_Garage_01,2018-07-17T15:35:09+00:00,2018-07-18T00:23:08+00:00,6.94857,7.01,,33137,ev_0402
time series data/caltech/California_Garage_01/2-39-89-25-2018-07-09T04-10-16-301277.csv.gz,caltech,California_Garage_01,2018-07-09T04:10:16+00:00,2018-07-09T13:48:38+00:00,41.88105,7.052,,75601,ev_0403
time series data/caltech/N_Wilson_Garage_01/2-137-441-3011-2020-08-06T01-57-49-542026.csv.gz,caltech,N_Wilson_Garage_01,2020-08-06T01:57:53+00:00,2020-08-06T02:21:43+00:00,0.7654,3.361,32.0,3614,ev_0404
time series data/caltech/California_Garage_02/2-6-3-1369-2019-10-22T00-17-35-048816.csv.gz,caltech,California_Garage_02,2019-10-22T00:17:35+00:00,2019-10-22T01:35:36+00:00,10.15591,8.44522,0.0,16197,ev_0405
time series data/caltech/California_Garage_01/2-39-129-17-2019-03-13T19-52-16-252200.csv.gz,caltech,California_Garage_01,2019-03-13T19:52:16+00:00,2019-03-13T21:08:35+00:00,0.96778,1.908,8.0,9070,ev_0406
time series data/caltech/California_Garage_02/2-6-3-1361-2020-01-05T21-51-08-047126.csv.gz,caltech,California_Garage_02,2020-01-05T21:51:08+00:00,2020-01-05T22:45:56+00:00,1.00385,3.03181,0.0,11954,ev_0407
time series data/caltech/N_Wilson_Garage_01/2-137-441-3000-2020-07-05T21-08-46-276970.csv.gz,caltech,N_Wilson_Garage_01,2020-07-05T21:08:46+00:00,2020-07-05T23:03:27+00:00,6.2179,3.455,32.0,20045,ev_0408
time series data/caltech/California_Garage_01/2-39-88-24-2018-09-10T19-31-31-712991.csv.gz,caltech,California_Garage_01,2018-09-10T19:31:35+00:00,2018-09-11T01:23:37+00:00,6.67455,3.56,,31419,ev_0409
time series data/caltech/California_Garage_01/2-39-81-4550-2020-09-10T02-46-16-906025.csv.gz,caltech,California_Garage_01,2020-09-10T02:46:18.249503+00:00,2020-09-10T03:36:13.710190+00:00,13.697,41.1899,125.0,4608,ev_0410
time series data/caltech/California_Garage_01/2-39-139-28-2018-08-19T21-19-48-509362.csv.gz,caltech,California_Garage_01,2018-08-19T21:19:48+00:00,2018-08-20T00:49:15+00:00,13.87034,6.842,,27838,ev_0411
time series data/caltech/California_Garage_02/2-6-3-1368-2019-11-26T15-09-10-671117.csv.gz,caltech,California_Garage_02,2019-11-26T15:09:13+00:00,2019-11-26T23:46:30+00:00,13.77297,6.50624,0.0,55683,ev_0412
time series data/caltech/California_Garage_01/2-39-91-437-2018-06-25T02-09-49-305660.csv.gz,caltech,California_Garage_01,2018-06-25T02:09:49+00:00,2018-06-25T04:50:30+00:00,14.06926,6.894,,26241,ev_0413
time series data/caltech/S_Wilson_Garage_01/2-105-277-1699-2019-11-16T04-26-10-089919.csv.gz,caltech,S_Wilson_Garage_01,2019-11-16T04:26:13+00:00,2019-11-16T07:09:10+00:00,16.60046,6.507,32.0,31729,ev_0414
time series data/caltech/California_Garage_02/2-6-3-1368-2019-08-24T02-14-28-872138.csv.gz,caltech,California_Garage_02,2019-08-24T02:14:31+00:00,2019-08-24T02:23:17+00:00,0.4147,3.08381,0.0,2028,ev_0415
time series data/caltech/California_Garage_01/2-39-90-26-2018-10-24T15-57-49-716428.csv.gz,caltech,California_Garage_01,2018-10-24T15:57:53+00:00,2018-10-24T16:54:34+00:00,3.8035,6.884,,10949,ev_0416
time series data/caltech/California_Garage_01/2-39-128-562-2018-08-31T15-57-29-982175.csv.gz,caltech,California_Garage_01,2018-08-31T15:57:30+00:00,2018-08-31T22:53:15+00:00,13.90331,6.479,,57997,ev_0417
time series data/caltech/California_Garage_01/2-39-78-366-2019-07-11T16-56-58-911917.csv.gz,caltech,California_Garage_01,2019-07-11T16:56:59+00:00,2019-07-12T01:11:04+00:00,0.98991,1.78922,0.0,35705,ev_0418
time series data/caltech/California_Garage_01/2-39-138-566-2018-09-27T20-27-48-592310.csv.gz,caltech,California_Garage_01,2018-09-27T20:27:52+00:00,2018-09-27T20:28:16+00:00,8e-05,0.022,,239,ev_0419
time series data/caltech/California_Garage_01/2-39-129-17-2018-10-06T18-54-13-755526.csv.gz,caltech,California_Garage_01,2018-10-06T18:54:17+00:00,2018-10-06T20:53:50+00:00,13.51389,7.072,,22019,ev_0420
time series data/caltech/California_Garage_01/2-39-129-17-2018-07-21T23-18-03-977015.csv.gz,caltech,California_Garage_01,2018-07-21T23:18:04+00:00,2018-07-21T23:19:58+00:00,0.17065,6.698,,593,ev_0421
time series data/caltech/California_Garage_01/2-39-79-381-2018-09-11T04-21-39-236159.csv.gz,caltech,California_Garage_01,2018-09-11T04:21:39+00:00,2018-09-11T04:22:18+00:00,0.04009,6.683,,357,ev_0422
time series data/caltech/California_Garage_01/2-39-92-436-2020-01-30T17-08-27-934445.csv.gz,caltech,California_Garage_01,2020-01-30T17:08:32+00:00,2020-01-31T00:32:46+00:00,11.10847,6.562,32.0,37063,ev_0423
time series data/caltech/California_Garage_01/2-39-138-29-2018-10-13T01-56-00-464515.csv.gz,caltech,California_Garage_01,2018-10-13T01:56:00+00:00,2018-10-13T03:20:28+00:00,9.32783,7.071,,15606,ev_0424
time series data/caltech/California_Garage_01/2-39-79-382-2018-11-05T17-52-50-444666.csv.gz,caltech,California_Garage_01,2018-11-05T17:52:50+00:00,2018-11-05T22:30:39+00:00,0.88305,1.695,8.0,21769,ev_0425
time series data/caltech/California_Garage_01/2-39-89-439-2019-06-05T18-11-14-393912.csv.gz,caltech,California_Garage_01,2019-06-05T18:11:14+00:00,2019-06-06T01:04:02+00:00,0.8828,1.813,8.0,27553,ev_0426
time series data/caltech/California_Garage_02/2-6-3-1624-2019-04-25T16-01-53-618801.csv.gz,caltech,California_Garage_02,2019-04-25T16:02:01+00:00,2019-04-26T00:15:37+00:00,30.36954,10.92375,80.0,29437,ev_0427
time series data/caltech/California_Garage_01/2-39-79-377-2018-08-16T03-18-17-058844.csv.gz,caltech,California_Garage_01,2018-08-16T03:18:17+00:00,2018-08-16T16:40:55+00:00,6.46305,3.369,,51761,ev_0428
time series data/caltech/California_Garage_01/2-39-79-381-2020-03-02T21-43-54-214145.csv.gz,caltech,California_Garage_01,2020-03-02T21:43:54+00:00,2020-03-03T03:02:18+00:00,2.2009,2.304,32.0,29378,ev_0429
time series data/caltech/California_Garage_01/2-39-131-30-2018-11-19T16-07-34-048178.csv.gz,caltech,California_Garage_01,2018-11-19T16:07:34+00:00,2018-11-19T17:04:53+00:00,2.88787,3.435,32.0,11676,ev_0430
time series data/caltech/N_Wilson_Garage_01/2-137-440-2991-2020-04-15T12-40-21-577113.csv.gz,caltech,N_Wilson_Garage_01,2020-04-15T12:40:25+00:00,2020-04-15T17:58:59+00:00,5.37658,3.472,32.0,30367,ev_0431
time series data/caltech/California_Garage_02/2-6-3-1624-2020-09-04T02-02-52-104834.csv.gz,caltech,California_Garage_02,2020-09-04T02:02:52+00:00,2020-09-04T02:58:31+00:00,1.74023,1.9038,8.0,3522,ev_0432
time series data/caltech/California_Garage_01/2-39-90-26-2018-08-20T15-18-12-467106.csv.gz,caltech,California_Garage_01,2018-08-20T15:18:12+00:00,2018-08-20T19:55:42+00:00,9.1141,6.512,,45974,ev_0433
time series data/office_01/Parking_Lot_01/19-102-260-1635-2019-08-15T17-08-23-980377.csv.gz,office_01,Parking_Lot_01,2019-08-15T17:08:27+00:00,2019-08-15T22:42:02+00:00,10.16362,6.176,32.0,34045,ev_0434
time series data/caltech/California_Garage_01/2-39-129-17-2018-12-22T21-06-34-127927.csv.gz,caltech,California_Garage_01,2018-12-22T21:06:34+00:00,2018-12-22T22:21:15+00:00,3.92516,7.192,32.0,10812,ev_0435
time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2020-03-10T15-50-46-462601.csv.gz,caltech,S_Wilson_Garage_01,2020-03-10T15:50:46+00:00,2020-03-10T23:51:20+00:00,5.44271,3.405,31.0,38409,ev_0436
time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-08-03T00-50-29-720718.csv.gz,caltech,N_Wilson_Garage_01,2020-08-03T00:50:29.720718+00:00,2020-08-03T01:13:51.883157+00:00,11.146,46.1027,125.0,2406,ev_0437
time series data/caltech/California_Garage_01/2-39-78-367-2018-10-29T00-52-57-020405.csv.gz,caltech,California_Garage_01,2018-10-29T00:52:57+00:00,2018-10-29T03:04:53+00:00,6.38555,3.53766,,22615,ev_0438
time series data/caltech/California_Garage_01/2-39-124-558-2018-09-21T15-27-44-323677.csv.gz,caltech,California_Garage_01,2018-09-21T15:27:44+00:00,2018-09-22T00:22:14+00:00,4.17786,3.334,,34880,ev_0439
time series data/caltech/California_Garage_01/2-39-78-366-2018-09-13T15-42-36-036519.csv.gz,caltech,California_Garage_01,2018-09-13T15:42:36+00:00,2018-09-13T23:42:52+00:00,3.27333,3.4971,,40759,ev_0440
time series data/caltech/California_Garage_02/2-6-3-1631-2020-01-12T21-46-26-834998.csv.gz,caltech,California_Garage_02,2020-01-12T21:46:32+00:00,2020-01-13T03:40:12+00:00,26.84989,11.21186,80.0,45102,ev_0441
time series data/caltech/California_Garage_01/2-39-130-31-2018-12-05T01-09-17-999022.csv.gz,caltech,California_Garage_01,2018-12-05T01:09:18+00:00,2018-12-05T14:09:53+00:00,15.11649,3.623,32.0,79637,ev_0442
time series data/caltech/N_Wilson_Garage_01/2-137-440-3993-2020-10-08T18-30-15-332769.csv.gz,caltech,N_Wilson_Garage_01,2020-10-08T18:30:15+00:00,2020-10-09T00:03:09+00:00,37.83573,6.90908,48.0,19694,ev_0443
time series data/caltech/California_Garage_01/2-39-124-558-2018-09-17T15-58-44-188625.csv.gz,caltech,California_Garage_01,2018-09-17T15:58:44+00:00,2018-09-18T01:58:24+00:00,1.7158,3.342,,31033,ev_0444
time series data/caltech/California_Garage_02/2-6-3-1623-2019-09-15T17-52-37-639796.csv.gz,caltech,California_Garage_02,2019-09-15T17:52:39+00:00,2019-09-15T20:48:28+00:00,32.00019,11.18202,80.0,51934,ev_0445
time series data/caltech/California_Garage_01/2-39-91-441-2019-10-08T16-54-24-296140.csv.gz,caltech,California_Garage_01,2019-10-08T16:54:47+00:00,2019-10-09T01:23:21+00:00,13.53906,7.151,32.0,47508,ev_0446
time series data/caltech/California_Garage_01/2-39-79-380-2018-11-12T14-50-06-245323.csv.gz,caltech,California_Garage_01,2018-11-12T14:50:06+00:00,2018-11-12T19:38:18+00:00,8.81799,6.388,32.0,34152,ev_0447
time series data/jpl/Arroyo_Garage_01/1-1-193-816-2020-06-25T13-36-44-917711.csv.gz,jpl,Arroyo_Garage_01,2020-06-25T13:36:48+00:00,2020-06-25T18:12:12+00:00,18.49626,5.551,28.0,52866,ev_0448
time series data/caltech/California_Garage_01/2-39-138-29-2019-01-10T00-33-14-249981.csv.gz,caltech,California_Garage_01,2019-01-10T00:33:14+00:00,2019-01-10T01:55:20+00:00,4.46478,3.562,32.0,15210,ev_0449
time series data/caltech/N_Wilson_Garage_01/2-137-441-3016-2020-11-28T21-50-35-623636.csv.gz,caltech,N_Wilson_Garage_01,2020-11-28T21:50:38+00:00,2020-11-28T21:51:09+00:00,0.00682,1.717,80.0,329,ev_0450
time series data/caltech/California_Garage_02/2-6-3-1624-2019-05-18T15-09-48-883568.csv.gz,caltech,California_Garage_02,2019-05-18T15:09:55+00:00,2019-05-18T16:09:20+00:00,7.24743,7.41228,80.0,7345,ev_0451
time series data/office_01/Parking_Lot_01/19-102-260-1639-2019-08-13T17-42-14-108040.csv.gz,office_01,Parking_Lot_01,2019-08-13T17:42:14+00:00,2019-08-14T01:07:55+00:00,36.09545,6.448,32.0,82844,ev_0452
time series data/caltech/N_Wilson_Garage_01/2-137-521-3843-2020-07-27T01-55-08-825271.csv.gz,caltech,N_Wilson_Garage_01,2020-07-27T01:55:08.825271+00:00,2020-07-27T02:17:31.175567+00:00,13.499,40.0457,125.0,2181,ev_0453
time series data/caltech/California_Garage_01/2-39-95-27-2019-04-01T16-21-18-425884.csv.gz,caltech,California_Garage_01,2019-04-01T16:21:18+00:00,2019-04-02T01:33:47+00:00,0.91727,1.728,8.0,38189,ev_0454
time series data/caltech/California_Garage_01/2-39-78-365-2019-07-18T16-55-00-988466.csv.gz,caltech,California_Garage_01,2019-07-18T16:55:02+00:00,2019-07-19T01:29:50+00:00,14.84625,6.59776,0.0,68770,ev_0455
time series data/jpl/Arroyo_Garage_01/1-1-193-829-2020-06-30T15-27-39-279957.csv.gz,jpl,Arroyo_Garage_01,2020-06-30T15:28:32+00:00,2020-06-30T20:05:34+00:00,27.5287,6.444,32.0,49833,ev_0456
time series data/caltech/California_Garage_02/2-6-3-1631-2019-10-14T22-10-37-504998.csv.gz,caltech,California_Garage_02,2019-10-14T22:10:37+00:00,2019-10-15T00:16:08+00:00,22.98432,11.24143,80.0,29269,ev_0457
time series data/caltech/California_Garage_01/2-39-127-19-2019-03-27T04-41-51-111565.csv.gz,caltech,California_Garage_01,2019-03-27T04:41:51+00:00,2019-03-28T05:38:13+00:00,10.94209,3.308,32.0,116209,ev_0458
time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2020-06-27T00-33-17-637496.csv.gz,caltech,S_Wilson_Garage_01,2020-06-27T00:33:21+00:00,2020-06-27T04:11:32+00:00,14.3475,6.564,32.0,31189,ev_0459
time series data/caltech/California_Garage_01/2-39-125-21-2018-09-07T15-44-01-650341.csv.gz,caltech,California_Garage_01,2018-09-07T15:44:05+00:00,2018-09-08T01:36:07+00:00,5.02348,3.46,,39360,ev_0460
time series data/caltech/California_Garage_01/2-39-138-566-2018-08-16T22-01-52-652781.csv.gz,caltech,California_Garage_01,2018-08-16T22:01:56+00:00,2018-08-16T22:03:15+00:00,0.02313,1.451,,471,ev_0461
time series data/caltech/California_Garage_01/2-39-126-20-2018-08-26T01-20-25-241664.csv.gz,caltech,California_Garage_01,2018-08-26T01:20:25+00:00,2018-08-26T02:22:29+00:00,6.69531,7.015,,11666,ev_0462
time series data/office_01/Parking_Lot_01/19-102-260-1636-2019-06-20T18-35-04-734075.csv.gz,office_01,Parking_Lot_01,2019-06-20T18:35:08+00:00,2019-06-21T00:15:09+00:00,13.99818,3.444,31.0,52740,ev_0463
time series data/caltech/California_Garage_02/2-6-3-1356-2019-11-27T03-26-12-335268.csv.gz,caltech,California_Garage_02,2019-11-27T03:26:12+00:00,2019-11-27T05:07:25+00:00,9.00261,5.76451,0.0,20594,ev_0464
time series data/caltech/California_Garage_01/2-39-95-27-2019-01-28T17-01-57-131798.csv.gz,caltech,California_Garage_01,2019-01-28T17:01:57+00:00,2019-01-29T01:13:53+00:00,43.57908,7.116,32.0,87828,ev_0465
time series data/caltech/California_Garage_01/2-39-131-30-2019-07-11T01-02-57-746643.csv.gz,caltech,California_Garage_01,2019-07-11T01:03:01+00:00,2019-07-11T02:43:38+00:00,7.86653,6.956,32.0,16685,ev_0466
time series data/office_01/Parking_Lot_01/19-102-260-1634-2020-02-17T19-34-32-134165.csv.gz,office_01,Parking_Lot_01,2020-02-17T19:34:32+00:00,2020-02-18T01:02:20+00:00,25.35522,6.715,32.0,59358,ev_0467
time series data/caltech/California_Garage_01/2-39-126-560-2018-10-02T17-49-08-839246.csv.gz,caltech,California_Garage_01,2018-10-02T17:49:12+00:00,2018-10-02T21:02:14+00:00,7.91562,6.637,,28414,ev_0468
time series data/caltech/California_Garage_01/2-39-125-21-2018-10-30T12-53-03-329135.csv.gz,caltech,California_Garage_01,2018-10-30T12:53:03+00:00,2018-10-30T17:49:33+00:00,32.14993,7.12,,50693,ev_0469
time series data/caltech/California_Garage_01/2-39-129-17-2018-07-14T00-23-54-680237.csv.gz,caltech,California_Garage_01,2018-07-14T00:23:56+00:00,2018-07-14T02:12:51+00:00,11.1355,6.999,,20432,ev_0470
time series data/caltech/California_Garage_01/2-39-131-30-2019-12-18T01-54-49-633626.csv.gz,caltech,California_Garage_01,2019-12-18T01:54:53+00:00,2019-12-18T14:18:06+00:00,16.04801,3.602,32.0,77346,ev_0471
time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2020-09-14T17-18-44-129055.csv.gz,caltech,S_Wilson_Garage_01,2020-09-14T17:18:45+00:00,2020-09-14T18:31:00+00:00,2.06442,3.268,32.0,11196,ev_0472
time series data/caltech/California_Garage_02/2-6-3-1362-2020-06-18T20-13-54-983753.csv.gz,caltech,California_Garage_02,2020-06-18T20:13:55+00:00,2020-06-18T21:48:56+00:00,8.87561,6.74045,0.0,19788,ev_0473
time series data/caltech/California_Garage_01/2-39-123-557-2018-05-13T01-56-51-710886.csv.gz,caltech,California_Garage_01,2018-05-13T01:56:55+00:00,2018-05-13T03:06:00+00:00,7.51738,6.851,,12706,ev_0474
time series data/caltech/California_Garage_01/2-39-127-19-2019-04-20T03-51-54-682148.csv.gz,caltech,California_Garage_01,2019-04-20T03:51:59+00:00,2019-04-20T06:26:24+00:00,9.15666,3.619,32.0,28444,ev_0475
time series data/caltech/California_Garage_01/2-39-128-18-2019-01-17T01-42-20-763533.csv.gz,caltech,California_Garage_01,2019-01-17T01:42:24+00:00,2019-01-17T05:55:24+00:00,12.49902,6.407,32.0,32407,ev_0476
time series data/caltech/California_Garage_01/2-39-79-381-2018-10-06T18-47-50-441922.csv.gz,caltech,California_Garage_01,2018-10-06T18:47:50+00:00,2018-10-07T01:19:32+00:00,1.88106,3.479,,25012,ev_0477
