resource_id,event_timestamp,dataset_split,heater_type_heat_pump,rated_power_kw,tank_capacity_l,minimum_comfort_temp_c,maximum_temp_c,temperature_band_c,recovery_rate_c_per_hour,baseline_duty_cycle,event_hour,event_weekday,flex_direction_reduce,pre_dispatch_temp_c,pre_dispatch_power_kw,directional_temperature_margin_c,directional_temperature_margin_fraction,potential_kw,prior_event_count,prior_response_ratio_mean,prior_response_ratio_ema,prior_response_ratio_std,prior_delivered_kw_mean,prior_availability_rate,prior_override_rate,target_delivered_kw,target_response_ratio,target_is_available,target_has_override,target_outcome,target_hot_water_draw_l
wh-0566,2025-10-09T19:15:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,19.25,3,0,54.797,0.593955,5.469,0.540522,4.129307,18,0.296442,0.228006,0.299515,1.156683,0.722222,0.5,2.518665,0.609949,1,0,partial,0.0
wh-0566,2025-10-15T08:00:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,8.0,2,1,57.445,3.783881,7.297,0.72119,3.783881,19,0.312942,0.361686,0.299814,1.228367,0.736842,0.473684,3.145415,0.831267,1,0,delivered,2.347
wh-0566,2025-10-18T19:15:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,19.25,5,1,55.725,4.110509,5.577,0.551196,4.110509,20,0.338859,0.526039,0.313297,1.324219,0.75,0.45,3.241784,0.788658,1,0,partial,32.196
wh-0566,2025-10-26T06:00:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,6.0,6,1,58.715,3.452345,8.567,0.846709,3.452345,21,0.360278,0.617956,0.320401,1.415532,0.761905,0.428571,0.770443,0.223165,1,1,override,18.803
wh-0566,2025-11-02T07:00:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,7.0,6,1,55.438,3.746897,5.29,0.522831,3.746897,22,0.354045,0.479779,0.314334,1.38621,0.772727,0.454545,2.652188,0.707836,1,0,partial,8.615
wh-0566,2025-11-04T06:15:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,6.25,1,1,58.427,4.019531,8.279,0.818245,4.019531,23,0.369427,0.559599,0.315778,1.441252,0.782609,0.434783,3.600358,0.895716,1,0,delivered,18.382
wh-0566,2025-11-14T06:00:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,6.0,4,1,55.218,4.358441,5.07,0.501087,4.358441,24,0.391356,0.67724,0.326528,1.531215,0.791667,0.416667,0.235612,0.054059,0,1,unavailable,2.068
wh-0566,2025-11-19T06:45:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,6.75,2,1,55.61,3.384157,5.462,0.53983,3.384157,25,0.377864,0.459127,0.326688,1.479391,0.76,0.44,0.089869,0.026556,0,1,unavailable,39.243
wh-0566,2025-11-24T12:45:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,12.75,0,1,56.327,2.769809,6.179,0.610694,2.769809,26,0.364352,0.307727,0.32739,1.425948,0.730769,0.461538,0.300663,0.10855,1,1,override,20.63
wh-0566,2025-12-01T20:15:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,20.25,0,1,56.433,2.777299,6.285,0.62117,2.777299,27,0.354878,0.238015,0.324882,1.38427,0.740741,0.481481,2.371372,0.853841,1,0,delivered,9.996
wh-0566,2025-12-06T18:30:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,18.5,5,0,54.068,0.153291,6.198,0.612572,4.569971,28,0.372698,0.453554,0.332194,1.419524,0.75,0.464286,3.976861,0.870216,1,0,delivered,0.0
wh-0566,2025-12-10T08:15:00+05:30,validation,1,4.723262,278.772,50.148,60.266,10.118,4.492,0.256831,8.25,2,1,54.84,2.608065,4.692,0.463728,2.608065,29,0.389854,0.599386,0.338804,1.507708,0.758621,0.448276,0.047366,0.018161,0,1,unavailable,26.198
wh-0567,2025-06-23T19:00:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,19.0,0,1,51.609,2.689828,3.116,0.264337,2.689828,0,,,,,,,1.565092,0.581856,1,0,partial,36.462
wh-0567,2025-06-29T08:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,8.5,6,1,55.312,3.409563,6.819,0.57847,3.409563,1,0.581856,0.581856,,1.565092,1.0,0.0,2.946813,0.864279,1,0,delivered,22.429
wh-0567,2025-07-02T18:15:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,18.25,2,0,55.497,0.654879,4.784,0.405836,3.959058,2,0.723067,0.680704,0.141211,2.255953,1.0,0.0,0.008726,0.002204,0,0,unavailable,24.576
wh-0567,2025-07-09T08:15:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,8.25,2,1,56.787,3.495674,8.294,0.703597,3.495674,3,0.48278,0.443229,0.358846,1.506877,0.666667,0.0,2.855065,0.816742,1,0,delivered,0.0
wh-0567,2025-07-14T08:45:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,8.75,0,1,50.58,4.538492,2.087,0.177044,4.538492,4,0.56627,0.573959,0.342768,1.843924,0.75,0.0,0.289681,0.063828,0,1,unavailable,5.06
wh-0567,2025-07-21T17:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,17.5,0,1,55.285,4.404433,6.792,0.576179,4.404433,5,0.465782,0.395413,0.366584,1.533075,0.6,0.2,0.25216,0.057252,0,0,unavailable,20.388
wh-0567,2025-07-29T06:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,6.5,1,0,53.976,0.347107,6.305,0.534866,4.26683,6,0.397693,0.277057,0.36765,1.319589,0.5,0.166667,0.787426,0.184546,1,1,override,17.797
wh-0567,2025-08-03T08:15:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,8.25,6,1,55.996,4.20865,7.503,0.636495,4.20865,7,0.367244,0.244678,0.348454,1.243566,0.571429,0.285714,0.255362,0.060676,0,0,unavailable,17.882
wh-0567,2025-08-09T17:00:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,17.0,5,1,55.459,4.128542,6.966,0.59094,4.128542,8,0.328923,0.180277,0.341353,1.120041,0.5,0.25,3.597899,0.87147,1,0,delivered,4.331
wh-0567,2025-08-13T18:00:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,18.0,2,1,56.274,3.357922,7.781,0.660078,3.357922,9,0.389206,0.422195,0.364208,1.395358,0.555556,0.222222,2.614823,0.778703,1,0,partial,22.534
wh-0567,2025-08-18T20:00:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,20.0,0,1,49.437,3.786558,0.944,0.080081,3.786558,10,0.428156,0.546973,0.364742,1.517305,0.6,0.2,2.842782,0.750756,1,0,partial,27.313
wh-0567,2025-08-26T20:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,20.5,1,1,52.963,3.689306,4.47,0.379199,3.689306,11,0.457483,0.618297,0.359921,1.637803,0.636364,0.181818,0.877305,0.237797,1,1,override,13.119
wh-0567,2025-08-30T18:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,18.5,5,1,55.055,3.050528,6.562,0.556668,3.050528,12,0.439176,0.485122,0.349906,1.574428,0.666667,0.25,2.877463,0.943267,1,0,delivered,10.356
wh-0567,2025-09-09T06:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,6.5,1,0,58.828,0.72735,1.453,0.123261,3.886587,13,0.477952,0.645473,0.362022,1.674661,0.692308,0.230769,0.2389,0.061468,0,0,unavailable,39.855
wh-0567,2025-09-12T06:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,6.5,4,1,51.576,3.472972,3.083,0.261537,3.472972,14,0.448203,0.441071,0.36497,1.572107,0.642857,0.214286,0.215295,0.061992,0,0,unavailable,23.826
wh-0567,2025-09-21T19:45:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,19.75,6,1,55.479,2.558569,6.986,0.592637,2.558569,15,0.422456,0.308393,0.365519,1.481653,0.6,0.2,0.175504,0.068595,0,0,unavailable,22.032
wh-0567,2025-09-27T17:45:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,17.75,5,1,60.173,2.920523,11.68,0.990838,2.920523,16,0.400339,0.224464,0.36413,1.400019,0.5625,0.1875,2.778591,0.951402,1,0,delivered,26.392
wh-0567,2025-10-01T07:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,7.5,2,1,58.369,3.417678,9.876,0.837801,3.417678,17,0.432755,0.478892,0.376302,1.481111,0.588235,0.176471,3.203458,0.93732,1,0,delivered,3.0
wh-0567,2025-10-05T07:45:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,7.75,6,1,48.142,2.899096,0.0,0.0,2.899096,18,0.460786,0.639342,0.383529,1.576797,0.611111,0.166667,0.207084,0.071431,1,1,override,31.221
wh-0567,2025-10-12T18:45:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,18.75,6,1,58.247,3.349887,9.754,0.827452,3.349887,19,0.440294,0.440573,0.38329,1.504707,0.631579,0.210526,2.795602,0.834536,1,0,delivered,15.015
wh-0567,2025-10-19T08:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,8.5,6,1,52.143,2.995711,3.65,0.309637,2.995711,20,0.460006,0.57846,0.383339,1.569252,0.65,0.2,0.114963,0.038376,0,0,unavailable,32.314
wh-0567,2025-10-27T08:45:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,8.75,0,0,53.546,0.850668,6.735,0.571344,3.763269,21,0.439928,0.389431,0.384725,1.5,0.619048,0.190476,3.355007,0.891514,1,0,delivered,21.203
wh-0567,2025-11-01T18:15:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,18.25,5,1,51.964,3.501033,3.471,0.294452,3.501033,22,0.460455,0.56516,0.387471,1.584318,0.636364,0.181818,2.618409,0.747896,1,0,partial,9.927
wh-0567,2025-11-08T07:15:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,7.25,5,1,56.096,3.950778,7.603,0.644978,3.950778,23,0.472952,0.629118,0.383461,1.629279,0.652174,0.173913,3.829095,0.9692,1,0,delivered,19.741
wh-0567,2025-11-14T20:15:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,20.25,4,1,52.955,4.501408,4.462,0.378521,4.501408,24,0.493629,0.748146,0.388264,1.720938,0.666667,0.166667,0.541494,0.120294,1,1,override,11.708
wh-0567,2025-11-17T19:15:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,19.25,0,1,53.975,3.806906,5.482,0.465049,3.806906,25,0.478696,0.528398,0.38739,1.67376,0.68,0.2,2.903555,0.762707,1,0,partial,27.261
wh-0567,2025-11-23T21:45:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,21.75,6,0,56.372,0.074775,3.909,0.331608,4.539162,26,0.489619,0.610406,0.383774,1.72106,0.692308,0.192308,0.120984,0.026653,0,0,unavailable,14.021
wh-0567,2025-11-29T07:45:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,7.75,5,1,49.933,4.260492,1.44,0.122158,4.260492,27,0.472473,0.406093,0.386616,1.661798,0.666667,0.185185,0.162585,0.038161,0,1,unavailable,25.382
wh-0567,2025-12-06T18:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,18.5,5,1,51.917,2.567838,3.424,0.290465,2.567838,28,0.456961,0.277317,0.38811,1.608254,0.642857,0.214286,0.092607,0.036064,0,0,unavailable,0.0
wh-0567,2025-12-11T18:30:00+05:30,validation,1,4.613937,259.546,48.493,60.281,11.788,6.899,0.189408,18.5,3,1,53.021,3.792753,4.528,0.384119,3.792753,29,0.442448,0.192878,0.389016,1.555991,0.62069,0.206897,2.766543,0.729429,1,0,partial,30.328
wh-0568,2025-06-23T20:45:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,20.75,0,1,56.621,4.484874,5.808,0.598825,4.484874,0,,,,,,,0.270146,0.060235,0,1,unavailable,43.419
wh-0568,2025-06-28T12:30:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,12.5,5,1,57.742,4.421892,6.929,0.714404,4.421892,1,0.060235,0.060235,,0.270146,0.0,1.0,3.78269,0.855446,1,0,delivered,24.679
wh-0568,2025-07-04T19:00:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,19.0,4,1,54.905,3.268777,4.092,0.421899,3.268777,2,0.457841,0.338559,0.397606,2.026418,0.5,0.5,3.268777,1.0,1,0,delivered,22.138
wh-0568,2025-07-08T07:30:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,7.5,1,0,55.793,0.248863,4.719,0.486545,4.350476,3,0.63856,0.570063,0.413174,2.440538,0.666667,0.333333,3.931162,0.903617,1,0,delivered,19.98
wh-0568,2025-07-16T07:30:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,7.5,2,1,60.115,2.587947,9.302,0.959068,2.587947,4,0.704824,0.686807,0.375776,2.813194,0.75,0.25,2.539977,0.981464,1,0,delivered,0.807
wh-0568,2025-07-20T07:30:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,7.5,6,1,55.442,3.165424,4.629,0.477266,3.165424,5,0.760152,0.789937,0.353851,2.75855,0.8,0.2,0.111998,0.035382,1,1,override,20.485
wh-0568,2025-07-28T07:45:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,7.75,0,1,55.535,2.771585,4.722,0.486854,2.771585,6,0.639357,0.525843,0.421069,2.317458,0.833333,0.333333,2.154843,0.777477,1,0,partial,5.673
wh-0568,2025-08-04T19:45:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,19.75,0,1,56.529,3.68595,5.716,0.589339,3.68595,7,0.659089,0.613915,0.392819,2.294228,0.857143,0.285714,0.175893,0.04772,0,0,unavailable,21.138
wh-0568,2025-08-10T20:30:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,20.5,6,1,58.757,2.625913,7.944,0.819054,2.625913,8,0.582668,0.415747,0.419404,2.029436,0.75,0.25,0.431708,0.164403,1,1,override,19.941
wh-0568,2025-08-15T18:00:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,18.0,4,0,55.688,0.208889,4.824,0.497371,4.39045,9,0.536194,0.327776,0.416694,1.85191,0.777778,0.333333,0.718072,0.163553,1,1,override,0.311
wh-0568,2025-08-20T18:45:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,18.75,2,1,58.515,4.366327,7.702,0.794102,4.366327,10,0.49893,0.270298,0.410814,1.738527,0.8,0.4,3.552069,0.813514,1,0,delivered,28.984
wh-0568,2025-08-26T17:00:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,17.0,1,1,55.522,4.026937,4.709,0.485514,4.026937,11,0.527528,0.460424,0.402,1.903394,0.818182,0.363636,3.398785,0.844012,1,0,delivered,21.797
wh-0568,2025-09-02T18:15:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,18.25,1,1,56.868,4.484478,6.055,0.624291,4.484478,12,0.553902,0.59468,0.394701,2.02801,0.833333,0.333333,4.484478,1.0,1,0,delivered,26.38
wh-0568,2025-09-09T20:30:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,20.5,1,1,56.013,3.870646,5.2,0.536138,3.870646,13,0.588217,0.736542,0.397411,2.216969,0.846154,0.307692,0.673638,0.174038,1,1,override,1.109
wh-0568,2025-09-15T17:30:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,17.5,0,1,59.062,3.39184,8.249,0.8505,3.39184,14,0.558633,0.539665,0.397532,2.106731,0.857143,0.357143,0.375194,0.110617,1,1,override,24.439
wh-0568,2025-09-21T20:45:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,20.75,6,1,57.227,3.109869,6.414,0.661305,3.109869,15,0.528765,0.389498,0.399982,1.991295,0.866667,0.4,0.048248,0.015515,0,0,unavailable,30.446
wh-0568,2025-09-27T08:45:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,8.75,5,1,54.36,2.682139,3.547,0.365708,2.682139,16,0.496687,0.258604,0.406721,1.869855,0.8125,0.375,2.073445,0.773056,1,0,partial,10.526
wh-0568,2025-09-30T07:45:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,7.75,1,1,56.677,3.316352,5.864,0.604598,3.316352,17,0.512944,0.438662,0.3999,1.881831,0.823529,0.352941,2.301837,0.694087,1,0,partial,10.031
wh-0568,2025-10-05T08:30:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,8.5,6,1,56.507,3.376454,5.694,0.587071,3.376454,18,0.523008,0.528061,0.390841,1.905164,0.833333,0.333333,0.897313,0.265756,1,1,override,12.14
wh-0568,2025-10-15T08:30:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,8.5,2,1,56.377,3.063679,5.564,0.573667,3.063679,19,0.509468,0.436254,0.38473,1.85212,0.842105,0.368421,2.651131,0.865342,1,0,delivered,0.0
wh-0568,2025-10-20T20:15:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,20.25,0,1,54.289,3.014046,3.476,0.358387,3.014046,20,0.527262,0.586435,0.382925,1.89207,0.85,0.35,0.213603,0.070869,1,1,override,22.242
wh-0568,2025-10-24T21:00:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,21.0,4,1,58.861,4.073101,8.048,0.829776,4.073101,21,0.505529,0.405987,0.386129,1.812143,0.857143,0.380952,4.073101,1.0,1,0,delivered,19.996
wh-0568,2025-11-02T07:45:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,7.75,6,0,52.625,0.947433,7.887,0.813177,3.651906,22,0.528005,0.613891,0.391059,1.914914,0.863636,0.363636,3.364908,0.921411,1,0,delivered,11.01
wh-0568,2025-11-08T08:30:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,8.5,5,0,56.961,1.106837,3.551,0.36612,3.492502,23,0.545109,0.721523,0.390787,1.977957,0.869565,0.347826,0.798682,0.228685,1,1,override,22.375
wh-0568,2025-11-10T07:00:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,7.0,0,0,54.517,0.700433,5.995,0.618105,3.898906,24,0.531925,0.54903,0.387749,1.928821,0.875,0.375,3.898906,1.0,1,0,delivered,11.676
wh-0568,2025-11-17T07:00:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,7.0,0,1,56.16,3.688625,5.347,0.551294,3.688625,25,0.550648,0.706869,0.390831,2.007624,0.88,0.36,0.135251,0.036667,1,1,override,52.076
wh-0568,2025-11-25T07:15:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,7.25,1,1,52.764,2.866311,1.951,0.201155,2.866311,26,0.530879,0.472299,0.395782,1.93561,0.884615,0.384615,2.249223,0.78471,1,0,partial,14.459
wh-0568,2025-11-30T18:00:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,18.0,6,1,56.325,3.403728,5.512,0.568306,3.403728,27,0.540281,0.581643,0.391331,1.947225,0.888889,0.37037,2.91739,0.857116,1,0,delivered,15.276
wh-0568,2025-12-04T07:15:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,7.25,3,0,59.47,0.909833,1.042,0.107434,3.689506,28,0.551596,0.678058,0.388752,1.981874,0.892857,0.357143,0.09482,0.0257,1,1,override,0.0
wh-0568,2025-12-10T19:15:00+05:30,validation,0,4.599339,220.49,50.813,60.512,9.699,8.371,0.238751,19.25,2,1,53.563,2.694523,2.75,0.283534,2.694523,29,0.533462,0.449733,0.393858,1.916803,0.896552,0.37931,0.46118,0.171155,1,1,override,30.106
wh-0569,2025-06-22T08:45:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,8.75,6,0,57.775,0.665581,1.081,0.099945,4.242395,0,,,,,,,0.212969,0.0502,0,1,unavailable,47.765
wh-0569,2025-06-26T18:45:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,18.75,3,0,49.634,1.179082,9.222,0.852626,3.728894,1,0.0502,0.0502,,0.212969,0.0,1.0,3.040339,0.815346,1,0,delivered,9.453
wh-0569,2025-07-03T07:00:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,7.0,3,1,58.279,4.263166,10.239,0.946653,4.263166,2,0.432773,0.318001,0.382573,1.626654,0.5,0.5,4.168242,0.977734,1,0,delivered,7.491
wh-0569,2025-07-10T17:15:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,17.25,3,1,53.283,4.866398,5.243,0.484745,4.866398,3,0.614427,0.548908,0.404439,2.47385,0.666667,0.333333,3.708383,0.762039,1,0,partial,1.897
wh-0569,2025-07-13T19:30:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,19.5,6,1,52.457,3.812799,4.417,0.408376,3.812799,4,0.65133,0.623504,0.356039,2.782483,0.75,0.25,0.188547,0.049451,1,1,override,11.327
wh-0569,2025-07-19T08:30:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,8.5,5,0,50.093,0.353609,8.763,0.810189,4.554367,5,0.530954,0.422585,0.399214,2.263696,0.8,0.4,0.275951,0.06059,0,0,unavailable,13.816
wh-0569,2025-07-29T08:45:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,8.75,1,0,52.44,0.967246,6.416,0.593195,3.94073,6,0.45256,0.295887,0.404399,1.932405,0.666667,0.333333,3.94073,1.0,1,0,delivered,6.426
wh-0569,2025-08-02T18:30:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,18.5,5,0,47.778,1.031819,11.078,1.0,3.876157,7,0.530766,0.542326,0.420562,2.219309,0.714286,0.285714,3.672584,0.947481,1,0,delivered,16.91
wh-0569,2025-08-06T20:30:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,20.5,2,1,53.872,2.932082,5.832,0.539201,2.932082,8,0.582855,0.684131,0.416841,2.400968,0.75,0.25,2.11482,0.721269,1,0,partial,0.0
wh-0569,2025-08-14T20:45:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,20.75,3,1,53.839,3.273951,5.799,0.53615,3.273951,9,0.598234,0.697129,0.395402,2.369174,0.777778,0.222222,2.403606,0.734161,1,0,partial,6.917
wh-0569,2025-08-20T07:30:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,7.5,2,1,54.022,4.632839,5.982,0.55307,4.632839,10,0.611827,0.71009,0.377321,2.372617,0.8,0.2,3.301384,0.712605,1,0,partial,43.489
wh-0569,2025-08-26T18:00:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,18.0,1,1,57.135,4.837034,9.095,0.840884,4.837034,11,0.620989,0.71097,0.360926,2.45705,0.818182,0.181818,0.163452,0.033792,0,0,unavailable,2.571
wh-0569,2025-08-30T20:15:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,20.25,5,0,51.379,0.067182,7.477,0.691291,4.840794,12,0.572056,0.473958,0.381773,2.265917,0.75,0.166667,4.840794,1.0,1,0,delivered,3.608
wh-0569,2025-09-05T18:45:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,18.75,4,0,55.755,0.521911,3.101,0.286705,4.386065,13,0.604974,0.658073,0.384113,2.463985,0.769231,0.153846,0.101422,0.023124,1,1,override,9.187
wh-0569,2025-09-12T07:00:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,7.0,4,1,56.037,4.330819,7.997,0.739368,4.330819,14,0.563414,0.435841,0.399323,2.29523,0.785714,0.214286,1.196879,0.276363,1,1,override,8.884
wh-0569,2025-09-20T19:45:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,19.75,5,0,53.565,0.173767,5.291,0.489183,4.734209,15,0.544277,0.380023,0.392372,2.222007,0.8,0.266667,4.152896,0.87721,1,0,delivered,33.589
wh-0569,2025-09-24T07:45:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,7.75,2,1,55.266,4.645001,7.226,0.668084,4.645001,16,0.565085,0.554039,0.388366,2.342687,0.8125,0.25,4.138641,0.890988,1,0,delivered,7.553
wh-0569,2025-10-03T19:15:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,19.25,4,0,49.688,0.366134,9.168,0.847633,4.541842,17,0.584256,0.671971,0.384495,2.448332,0.823529,0.235294,4.490645,0.988728,1,0,delivered,30.131
wh-0569,2025-10-06T19:30:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,19.5,0,1,50.192,4.511383,2.152,0.198964,4.511383,18,0.606727,0.782836,0.384976,2.561794,0.833333,0.222222,3.724923,0.825672,1,0,delivered,24.431
wh-0569,2025-10-13T21:00:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,21.0,0,1,55.266,3.461566,7.226,0.668084,3.461566,19,0.61825,0.797829,0.377884,2.623011,0.842105,0.210526,2.725522,0.787367,1,0,partial,5.949
wh-0569,2025-10-20T18:45:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,18.75,0,1,54.885,3.511884,6.845,0.632859,3.511884,20,0.626706,0.794167,0.370156,2.628136,0.85,0.2,0.055061,0.015678,0,0,unavailable,32.479
wh-0569,2025-10-23T19:15:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,19.25,3,1,47.076,3.390954,0.0,0.0,3.390954,21,0.597609,0.521696,0.383957,2.505609,0.809524,0.190476,1.840527,0.542776,1,0,partial,1.949
wh-0569,2025-10-31T19:30:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,19.5,4,1,54.66,3.70882,6.62,0.612056,3.70882,22,0.595117,0.529074,0.375303,2.475378,0.818182,0.181818,3.303777,0.890789,1,0,delivered,15.36
wh-0569,2025-11-06T17:30:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,17.5,3,1,49.283,4.115978,1.243,0.114922,4.115978,23,0.607972,0.655674,0.371973,2.511395,0.826087,0.173913,0.039622,0.009626,0,1,unavailable,29.892
wh-0569,2025-11-11T06:45:00+05:30,validation,0,4.907976,159.125,48.04,58.856,10.816,8.703,0.156216,6.75,1,1,52.2,4.613705,4.16,0.384615,4.613705,24,0.583041,0.429557,0.383269,2.408405,0.791667,0.208333,3.5258,0.764201,1,0,partial,3.677
