id,type,location_id,rated_power_kw,earliest_start,latest_end,required_kwh,minimum_kwh,maximum_kwh,minimum_duration,maximum_duration,deadline,min_power,max_power,override_rate,availability_rate,state,battery_capacity_kwh,arrival_soc_pct,target_soc_pct,dataset_split,acn_source_session
ev_0531,ev,simulation_feeder_01,1.97,2026-01-15T08:15:00+05:30,2026-01-15T08:46:15+05:30,0.978,0.782,1.026,15,31,2026-01-15T08:46:15+05:30,1.4,1.97,0.1316,0.8791,available,46.41,56.7,58.8,validation,time series data/caltech/California_Garage_01/2-39-92-442-2019-02-17T02-59-00-107625.csv.gz
ev_0532,ev,simulation_feeder_02,18.53,2026-01-15T03:45:00+05:30,2026-01-15T06:01:40+05:30,26.654,21.323,42.207,15,136,2026-01-15T06:01:40+05:30,1.4,18.53,0.2158,0.9179,available,69.27,47.4,85.9,validation,time series data/caltech/California_Garage_02/2-6-3-1630-2019-10-13T22-15-26-829642.csv.gz
ev_0533,ev,simulation_feeder_03,6.64,2026-01-15T22:15:00+05:30,2026-01-16T03:57:27+05:30,20.789,16.631,37.898,15,342,2026-01-16T03:57:27+05:30,1.4,6.64,0.1736,0.8693,available,59.37,22.3,57.3,validation,time series data/office_01/Parking_Lot_01/19-102-260-1634-2019-08-07T16-50-38-226727.csv.gz
ev_0534,ev,simulation_feeder_04,6.61,2026-01-15T02:45:00+05:30,2026-01-15T05:50:52+05:30,8.468,6.774,20.476,15,185,2026-01-15T05:50:52+05:30,1.4,6.61,0.1999,0.8947,available,51.92,42.3,58.6,validation,time series data/caltech/California_Garage_01/2-39-88-24-2019-10-22T21-21-57-835253.csv.gz
ev_0535,ev,simulation_feeder_05,3.32,2026-01-15T13:15:00+05:30,2026-01-15T14:43:55+05:30,4.811,3.849,4.92,15,88,2026-01-15T14:43:55+05:30,1.4,3.32,0.1723,0.9124,available,51.93,60.6,69.9,validation,time series data/caltech/California_Garage_02/2-6-3-1357-2019-04-29T07-55-11-410269.csv.gz
ev_0536,ev,simulation_feeder_06,6.63,2026-01-15T08:45:00+05:30,2026-01-15T10:50:00+05:30,12.893,10.314,13.812,15,125,2026-01-15T10:50:00+05:30,1.4,6.63,0.0696,0.941,available,55.59,58.0,81.2,validation,time series data/caltech/N_Wilson_Garage_01/2-137-440-2980-2020-10-02T03-26-18-171124.csv.gz
ev_0537,ev,simulation_feeder_07,3.54,2026-01-15T23:15:00+05:30,2026-01-16T05:41:37+05:30,10.905,8.724,22.81,15,386,2026-01-16T05:41:37+05:30,1.4,3.54,0.1513,0.979,available,91.43,59.2,71.1,validation,time series data/caltech/California_Garage_01/2-39-78-360-2019-05-30T17-54-24-041844.csv.gz
ev_0538,ev,simulation_feeder_08,6.79,2026-01-15T07:00:00+05:30,2026-01-15T08:27:51+05:30,9.727,7.782,9.942,15,87,2026-01-15T08:27:51+05:30,1.4,6.79,0.1295,0.9799,available,56.9,70.0,87.1,validation,time series data/caltech/California_Garage_02/2-6-3-1365-2019-09-05T01-41-24-210394.csv.gz
ev_0539,ev,simulation_feeder_09,3.58,2026-01-15T20:00:00+05:30,2026-01-16T06:36:34+05:30,3.112,2.49,37.982,15,636,2026-01-16T06:36:34+05:30,1.4,3.58,0.2139,0.9188,available,55.45,44.8,50.4,validation,time series data/caltech/California_Garage_01/2-39-138-29-2018-07-05T14-34-14-740052.csv.gz
ev_0540,ev,simulation_feeder_10,11.15,2026-01-15T08:00:00+05:30,2026-01-15T09:18:56+05:30,14.183,11.346,14.668,15,78,2026-01-15T09:18:56+05:30,1.4,11.15,0.033,0.9633,available,40.7,45.0,79.8,validation,time series data/caltech/California_Garage_02/2-6-3-1624-2019-09-24T02-42-56-551101.csv.gz
ev_0541,ev,simulation_feeder_01,1.85,2026-01-15T00:00:00+05:30,2026-01-15T00:53:18+05:30,0.927,0.742,1.643,15,53,2026-01-15T00:53:18+05:30,1.4,1.85,0.206,0.9,available,65.04,36.1,37.5,validation,time series data/caltech/California_Garage_01/2-39-78-363-2019-11-07T18-38-34-359163.csv.gz
ev_0542,ev,simulation_feeder_02,3.67,2026-01-15T22:30:00+05:30,2026-01-16T07:34:32+05:30,11.878,9.502,33.307,15,544,2026-01-16T07:34:32+05:30,1.4,3.67,0.2191,0.8609,available,68.14,15.9,33.3,validation,time series data/caltech/California_Garage_01/2-39-95-444-2018-11-28T17-06-36-965671.csv.gz
ev_0543,ev,simulation_feeder_03,6.58,2026-01-15T20:30:00+05:30,2026-01-16T05:06:22+05:30,44.233,35.386,56.628,15,516,2026-01-16T05:06:22+05:30,1.4,6.58,0.1366,0.9479,available,93.12,24.9,72.4,validation,time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2020-10-05T15-07-29-443175.csv.gz
ev_0544,ev,simulation_feeder_04,3.37,2026-01-15T22:00:00+05:30,2026-01-16T09:28:16+05:30,8.29,6.632,38.658,15,688,2026-01-16T09:28:16+05:30,1.4,3.37,0.2188,0.9627,available,81.23,60.3,70.5,validation,time series data/caltech/California_Garage_01/2-39-124-558-2020-01-13T16-44-19-002518.csv.gz
ev_0545,ev,simulation_feeder_05,6.84,2026-01-15T06:15:00+05:30,2026-01-15T07:18:51+05:30,7.082,5.666,7.279,15,63,2026-01-15T07:18:51+05:30,1.4,6.84,0.2126,0.9251,available,69.7,72.9,83.1,validation,time series data/caltech/California_Garage_02/2-6-3-1356-2019-06-06T00-49-53-460835.csv.gz
ev_0546,ev,simulation_feeder_06,11.1,2026-01-15T00:45:00+05:30,2026-01-15T03:17:09+05:30,26.697,21.358,28.148,15,152,2026-01-15T03:17:09+05:30,1.4,11.1,0.035,0.8687,available,73.91,33.2,69.3,validation,time series data/caltech/California_Garage_02/2-6-3-1630-2019-09-21T19-20-24-960831.csv.gz
ev_0547,ev,simulation_feeder_07,3.37,2026-01-15T21:15:00+05:30,2026-01-16T04:22:10+05:30,9.532,7.626,23.993,15,427,2026-01-16T04:22:10+05:30,1.4,3.37,0.1338,0.9594,available,44.6,65.3,86.7,validation,time series data/jpl/Arroyo_Garage_01/1-1-193-819-2020-09-25T15-50-43-414321.csv.gz
ev_0548,ev,simulation_feeder_08,7.31,2026-01-15T02:15:00+05:30,2026-01-15T05:24:25+05:30,2.118,1.694,23.077,15,189,2026-01-15T05:24:25+05:30,1.4,7.31,0.1931,0.9126,available,41.62,75.8,80.9,validation,time series data/caltech/California_Garage_02/2-6-3-1624-2019-07-03T20-49-10-201849.csv.gz
ev_0549,ev,simulation_feeder_09,3.59,2026-01-15T20:30:00+05:30,2026-01-16T05:48:32+05:30,10.255,8.204,33.419,15,558,2026-01-16T05:48:32+05:30,1.4,3.59,0.0988,0.9317,available,92.93,26.0,37.0,validation,time series data/caltech/California_Garage_01/2-39-79-382-2019-05-20T15-12-26-638140.csv.gz
ev_0550,ev,simulation_feeder_10,3.31,2026-01-15T22:00:00+05:30,2026-01-16T00:20:17+05:30,6.728,5.382,7.739,15,140,2026-01-16T00:20:17+05:30,1.4,3.31,0.0629,0.8692,available,98.56,26.4,33.2,validation,time series data/jpl/Arroyo_Garage_01/1-1-194-822-2020-06-25T16-35-12-360770.csv.gz
ev_0551,ev,simulation_feeder_01,6.57,2026-01-15T09:30:00+05:30,2026-01-15T14:29:14+05:30,26.483,21.186,32.766,15,299,2026-01-15T14:29:14+05:30,1.4,6.57,0.122,0.9532,available,91.83,27.4,56.2,validation,time series data/caltech/California_Garage_02/2-6-3-1363-2020-10-29T04-14-07-715580.csv.gz
ev_0552,ev,simulation_feeder_02,3.22,2026-01-15T19:00:00+05:30,2026-01-15T23:41:38+05:30,7.48,5.984,15.114,15,281,2026-01-15T23:41:38+05:30,1.4,3.22,0.0924,0.9645,available,74.13,74.9,85.0,validation,time series data/jpl/Arroyo_Garage_01/1-1-193-827-2020-11-03T13-40-56-907750.csv.gz
ev_0553,ev,simulation_feeder_03,3.51,2026-01-15T22:15:00+05:30,2026-01-16T06:53:12+05:30,6.212,4.97,30.315,15,518,2026-01-16T06:53:12+05:30,1.4,3.51,0.2092,0.9877,available,50.78,55.4,67.6,validation,time series data/caltech/California_Garage_01/2-39-79-378-2020-01-28T16-58-41-576319.csv.gz
ev_0554,ev,simulation_feeder_04,11.03,2026-01-15T03:15:00+05:30,2026-01-15T04:41:48+05:30,14.479,11.583,15.957,15,86,2026-01-15T04:41:48+05:30,1.4,11.03,0.0785,0.8961,available,53.88,54.8,81.7,validation,time series data/caltech/California_Garage_02/2-6-3-1632-2020-06-06T21-55-06-706292.csv.gz
ev_0555,ev,simulation_feeder_05,1.4,2026-01-15T04:00:00+05:30,2026-01-15T04:15:00+05:30,0.01,0.008,0.35,15,15,2026-01-15T04:15:00+05:30,1.4,1.4,0.1007,0.8636,available,52.69,63.2,63.2,validation,time series data/caltech/California_Garage_01/2-39-90-440-2019-12-13T22-33-12-477191.csv.gz
ev_0556,ev,simulation_feeder_06,3.33,2026-01-15T02:00:00+05:30,2026-01-15T07:40:44+05:30,1.517,1.214,18.911,15,340,2026-01-15T07:40:44+05:30,1.4,3.33,0.1887,0.9193,available,68.4,15.1,17.3,validation,time series data/caltech/California_Garage_01/2-39-92-442-2018-05-18T20-31-11-907785.csv.gz
ev_0557,ev,simulation_feeder_07,3.53,2026-01-15T23:15:00+05:30,2026-01-16T01:15:25+05:30,5.071,4.057,7.085,15,120,2026-01-16T01:15:25+05:30,1.4,3.53,0.1164,0.9172,available,77.87,33.4,39.9,validation,time series data/caltech/California_Garage_01/2-39-78-363-2019-06-11T17-54-29-486105.csv.gz
ev_0558,ev,simulation_feeder_08,6.92,2026-01-15T00:30:00+05:30,2026-01-15T06:26:24+05:30,3.139,2.511,41.105,15,356,2026-01-15T06:26:24+05:30,1.4,6.92,0.0431,0.9074,available,69.12,36.9,41.4,validation,time series data/caltech/California_Garage_01/2-39-79-377-2019-07-10T19-08-25-389031.csv.gz
ev_0559,ev,simulation_feeder_09,3.39,2026-01-15T23:30:00+05:30,2026-01-16T06:21:29+05:30,9.898,7.918,23.249,15,411,2026-01-16T06:21:29+05:30,1.4,3.39,0.161,0.966,available,36.21,16.3,43.6,validation,time series data/caltech/California_Garage_01/2-39-123-557-2019-11-12T18-06-51-793546.csv.gz
ev_0560,ev,simulation_feeder_10,3.3,2026-01-15T22:30:00+05:30,2026-01-15T23:17:14+05:30,1.328,1.062,2.598,15,47,2026-01-15T23:17:14+05:30,1.4,3.3,0.0504,0.9684,available,43.75,24.6,27.6,validation,time series data/caltech/California_Garage_01/2-39-124-22-2018-05-17T16-59-58-640934.csv.gz
ev_0561,ev,simulation_feeder_01,6.48,2026-01-15T09:15:00+05:30,2026-01-15T09:40:14+05:30,1.636,1.309,2.725,15,25,2026-01-15T09:40:14+05:30,1.4,6.48,0.1374,0.9225,available,81.09,32.1,34.1,validation,time series data/caltech/California_Garage_02/2-6-3-1367-2019-08-30T03-51-24-395153.csv.gz
ev_0562,ev,simulation_feeder_02,5.8,2026-01-15T03:15:00+05:30,2026-01-15T04:35:28+05:30,0.345,0.276,7.778,15,80,2026-01-15T04:35:28+05:30,1.4,5.8,0.1638,0.9325,available,41.37,21.6,22.4,validation,time series data/caltech/California_Garage_01/2-39-127-19-2018-10-19T21-47-22-568131.csv.gz
ev_0563,ev,simulation_feeder_03,1.84,2026-01-15T22:45:00+05:30,2026-01-15T23:00:00+05:30,0.045,0.036,0.46,15,15,2026-01-15T23:00:00+05:30,1.4,1.84,0.1099,0.8761,available,84.73,68.4,68.5,validation,time series data/caltech/California_Garage_01/2-39-78-363-2020-01-28T17-26-31-801313.csv.gz
ev_0564,ev,simulation_feeder_04,1.92,2026-01-15T01:15:00+05:30,2026-01-15T02:48:23+05:30,0.974,0.779,2.988,15,93,2026-01-15T02:48:23+05:30,1.4,1.92,0.1343,0.9465,available,88.89,73.8,74.9,validation,time series data/caltech/California_Garage_01/2-39-130-31-2019-06-14T19-57-44-969288.csv.gz
ev_0565,ev,simulation_feeder_05,1.73,2026-01-15T20:45:00+05:30,2026-01-15T21:00:00+05:30,0.107,0.086,0.432,15,15,2026-01-15T21:00:00+05:30,1.4,1.73,0.1402,0.9686,available,37.59,30.5,30.8,validation,time series data/caltech/California_Garage_01/2-39-79-383-2019-08-02T15-16-00-069280.csv.gz
ev_0566,ev,simulation_feeder_06,22.0,2026-01-15T02:30:00+05:30,2026-01-15T02:45:00+05:30,5.5,4.4,5.5,15,15,2026-01-15T02:45:00+05:30,1.4,22.0,0.0357,0.9411,available,67.63,78.0,86.1,validation,time series data/caltech/N_Wilson_Garage_01/2-137-521-3843-2020-05-23T21-02-31-342625.csv.gz
ev_0567,ev,simulation_feeder_07,7.08,2026-01-15T07:30:00+05:30,2026-01-15T09:23:11+05:30,7.526,6.021,13.356,15,113,2026-01-15T09:23:11+05:30,1.4,7.08,0.1383,0.9334,available,42.38,71.7,89.5,validation,time series data/caltech/California_Garage_01/2-39-138-29-2019-02-02T02-03-08-936530.csv.gz
ev_0568,ev,simulation_feeder_08,6.53,2026-01-15T10:15:00+05:30,2026-01-15T11:18:35+05:30,6.72,5.376,6.92,15,63,2026-01-15T11:18:35+05:30,1.4,6.53,0.2053,0.9431,available,55.93,65.3,77.3,validation,time series data/caltech/California_Garage_02/2-6-3-1358-2018-12-17T04-47-24-236425.csv.gz
ev_0569,ev,simulation_feeder_09,6.59,2026-01-15T20:30:00+05:30,2026-01-16T05:56:02+05:30,19.829,15.863,38.02,15,566,2026-01-16T05:56:02+05:30,1.4,6.59,0.1651,0.894,available,38.02,22.8,75.0,validation,time series data/caltech/California_Garage_01/2-39-95-444-2018-11-07T15-02-59-532377.csv.gz
ev_0570,ev,simulation_feeder_10,6.82,2026-01-15T05:30:00+05:30,2026-01-16T04:58:53+05:30,13.2,10.56,97.61,15,1408,2026-01-16T04:58:53+05:30,1.4,6.82,0.1642,0.8771,available,97.61,65.7,79.2,validation,time series data/caltech/California_Garage_01/2-39-78-362-2018-09-12T00-03-03-184996.csv.gz
ev_0571,ev,simulation_feeder_01,11.02,2026-01-15T06:00:00+05:30,2026-01-15T09:34:10+05:30,26.723,21.378,39.335,15,214,2026-01-15T09:34:10+05:30,1.4,11.02,0.1058,0.924,available,93.14,37.7,66.4,validation,time series data/caltech/California_Garage_02/2-6-3-1627-2019-12-28T00-41-01-779699.csv.gz
ev_0572,ev,simulation_feeder_02,2.6,2026-01-15T20:45:00+05:30,2026-01-16T05:41:47+05:30,4.738,3.79,23.261,15,536,2026-01-16T05:41:47+05:30,1.4,2.6,0.21,0.8994,available,37.07,39.3,52.1,validation,time series data/jpl/Arroyo_Garage_01/1-1-194-821-2020-07-24T15-28-04-506082.csv.gz
ev_0573,ev,simulation_feeder_03,6.83,2026-01-15T23:30:00+05:30,2026-01-15T23:45:00+05:30,1.37,1.096,1.708,15,15,2026-01-15T23:45:00+05:30,1.4,6.83,0.1507,0.9644,available,79.99,51.9,53.6,validation,time series data/caltech/California_Garage_01/2-39-125-21-2018-10-27T18-08-22-270242.csv.gz
ev_0574,ev,simulation_feeder_04,6.45,2026-01-15T21:45:00+05:30,2026-01-16T06:42:46+05:30,11.065,8.852,57.81,15,537,2026-01-16T06:42:46+05:30,1.4,6.45,0.1369,0.9261,available,61.14,61.5,79.6,validation,time series data/caltech/California_Garage_01/2-39-95-444-2019-05-14T16-17-56-240835.csv.gz
ev_0575,ev,simulation_feeder_05,3.66,2026-01-15T19:15:00+05:30,2026-01-16T05:45:51+05:30,9.819,7.855,38.482,15,630,2026-01-16T05:45:51+05:30,1.4,3.66,0.1501,0.8722,available,97.05,39.2,49.3,validation,time series data/caltech/California_Garage_01/2-39-95-27-2018-06-18T13-57-39-477306.csv.gz
ev_0576,ev,simulation_feeder_06,6.61,2026-01-15T17:45:00+05:30,2026-01-16T01:32:06+05:30,29.595,23.676,51.459,15,467,2026-01-16T01:32:06+05:30,1.4,6.61,0.1925,0.8989,available,87.0,23.0,57.0,validation,time series data/jpl/Arroyo_Garage_01/1-1-194-826-2020-10-29T12-29-34-176189.csv.gz
ev_0577,ev,simulation_feeder_07,7.02,2026-01-15T23:30:00+05:30,2026-01-16T06:37:30+05:30,12.763,10.21,50.017,15,427,2026-01-16T06:37:30+05:30,1.4,7.02,0.2062,0.8806,available,69.22,16.8,35.2,validation,time series data/caltech/California_Garage_01/2-39-79-376-2019-07-25T18-02-53-456470.csv.gz
ev_0578,ev,simulation_feeder_08,10.72,2026-01-15T01:15:00+05:30,2026-01-15T10:29:39+05:30,26.664,21.331,84.82,15,554,2026-01-15T10:29:39+05:30,1.4,10.72,0.1511,0.9416,available,84.82,55.7,87.1,validation,time series data/caltech/California_Garage_02/2-6-3-1631-2020-02-25T19-45-27-024265.csv.gz
ev_0579,ev,simulation_feeder_09,2.33,2026-01-15T22:00:00+05:30,2026-01-16T08:07:36+05:30,2.794,2.235,23.595,15,607,2026-01-16T08:07:36+05:30,1.4,2.33,0.1149,0.9442,available,70.74,78.7,82.6,validation,time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2019-07-01T16-33-31-029383.csv.gz
ev_0580,ev,simulation_feeder_10,3.56,2026-01-15T21:15:00+05:30,2026-01-16T06:01:51+05:30,2.131,1.705,31.26,15,526,2026-01-16T06:01:51+05:30,1.4,3.56,0.1461,0.8635,available,69.7,17.2,20.3,validation,time series data/caltech/California_Garage_01/2-39-130-31-2019-07-02T15-56-37-881639.csv.gz
ev_0581,ev,simulation_feeder_01,3.57,2026-01-15T06:15:00+05:30,2026-01-15T10:28:31+05:30,12.453,9.962,15.084,15,253,2026-01-15T10:28:31+05:30,1.4,3.57,0.0813,0.9889,available,64.65,55.7,75.0,validation,time series data/caltech/California_Garage_01/2-39-79-377-2018-06-26T00-58-43-349395.csv.gz
ev_0582,ev,simulation_feeder_02,6.51,2026-01-15T22:45:00+05:30,2026-01-16T01:18:37+05:30,10.884,8.707,16.667,15,153,2026-01-16T01:18:37+05:30,1.4,6.51,0.2087,0.8758,available,96.53,72.3,83.6,validation,time series data/caltech/S_Wilson_Garage_01/2-105-277-1698-2019-10-08T17-19-11-620834.csv.gz
ev_0583,ev,simulation_feeder_03,22.0,2026-01-15T23:30:00+05:30,2026-01-16T05:38:31.494108+05:30,26.813,21.45,52.0,15,368,2026-01-16T05:38:31.494108+05:30,1.4,22.0,0.1678,0.8841,available,52.0,28.0,79.6,validation,time series data/caltech/N_Wilson_Garage_01/2-137-521-3842-2020-10-14T18-13-19-584491.csv.gz
ev_0584,ev,simulation_feeder_04,6.78,2026-01-15T07:15:00+05:30,2026-01-15T09:32:29+05:30,4.157,3.326,15.536,15,137,2026-01-15T09:32:29+05:30,1.4,6.78,0.1487,0.8741,available,64.14,70.9,77.4,validation,time series data/caltech/California_Garage_01/2-39-138-29-2018-06-14T01-49-51-132813.csv.gz
ev_0585,ev,simulation_feeder_05,6.98,2026-01-15T01:15:00+05:30,2026-01-16T07:57:02+05:30,38.285,30.628,97.21,15,1842,2026-01-16T07:57:02+05:30,1.4,6.98,0.0334,0.9714,available,97.21,12.6,52.0,validation,time series data/caltech/California_Garage_01/2-39-95-27-2019-03-30T19-57-38-670354.csv.gz
ev_0586,ev,simulation_feeder_06,3.38,2026-01-15T02:30:00+05:30,2026-01-15T03:29:19+05:30,3.269,2.615,3.342,15,59,2026-01-15T03:29:19+05:30,1.4,3.38,0.0227,0.8855,available,69.87,45.2,49.9,validation,time series data/caltech/California_Garage_02/2-6-3-1358-2019-02-03T21-10-21-754115.csv.gz
ev_0587,ev,simulation_feeder_07,3.59,2026-01-15T21:30:00+05:30,2026-01-16T05:39:53+05:30,8.862,7.09,29.311,15,489,2026-01-16T05:39:53+05:30,1.4,3.59,0.0368,0.8607,available,45.93,16.7,36.0,validation,time series data/caltech/California_Garage_01/2-39-78-360-2019-08-28T16-08-48-017300.csv.gz
ev_0588,ev,simulation_feeder_08,6.8,2026-01-15T23:15:00+05:30,2026-01-16T08:38:46+05:30,11.367,9.094,36.8,15,563,2026-01-16T08:38:46+05:30,1.4,6.8,0.1081,0.9577,available,36.8,43.9,74.8,validation,time series data/caltech/California_Garage_01/2-39-78-360-2019-12-12T17-45-07-686217.csv.gz
ev_0589,ev,simulation_feeder_09,1.74,2026-01-15T21:45:00+05:30,2026-01-15T23:33:50+05:30,0.841,0.673,3.156,15,108,2026-01-15T23:33:50+05:30,1.4,1.74,0.1309,0.9531,available,98.18,27.3,28.2,validation,time series data/caltech/California_Garage_01/2-39-79-380-2020-01-03T16-19-09-581564.csv.gz
ev_0590,ev,simulation_feeder_10,1.87,2026-01-15T08:30:00+05:30,2026-01-15T10:32:13+05:30,0.894,0.715,3.809,15,122,2026-01-15T10:32:13+05:30,1.4,1.87,0.0588,0.9644,available,72.83,73.1,74.3,validation,time series data/caltech/California_Garage_01/2-39-129-17-2019-11-05T03-06-10-191927.csv.gz
ev_0591,ev,simulation_feeder_01,3.57,2026-01-15T01:15:00+05:30,2026-01-15T07:51:29+05:30,4.485,3.588,23.591,15,396,2026-01-15T07:51:29+05:30,1.4,3.57,0.0876,0.9035,available,72.42,56.8,63.0,validation,time series data/caltech/California_Garage_01/2-39-79-379-2019-04-28T19-47-33-219647.csv.gz
ev_0592,ev,simulation_feeder_02,5.9,2026-01-15T21:15:00+05:30,2026-01-16T06:08:46+05:30,6.413,5.13,39.56,15,533,2026-01-16T06:08:46+05:30,1.4,5.9,0.1824,0.9077,available,39.56,16.5,32.7,validation,time series data/caltech/California_Garage_01/2-39-88-438-2018-10-12T15-51-03-089606.csv.gz
ev_0593,ev,simulation_feeder_03,6.87,2026-01-15T04:45:00+05:30,2026-01-15T05:00:00+05:30,0.998,0.798,1.718,15,15,2026-01-15T05:00:00+05:30,1.4,6.87,0.0429,0.8741,available,45.72,77.5,79.7,validation,time series data/caltech/California_Garage_01/2-39-127-19-2018-06-22T23-18-52-497683.csv.gz
ev_0594,ev,simulation_feeder_04,3.63,2026-01-15T02:15:00+05:30,2026-01-15T05:36:57+05:30,8.436,6.749,12.218,15,201,2026-01-15T05:36:57+05:30,1.4,3.63,0.1383,0.924,available,74.06,34.2,45.6,validation,time series data/caltech/California_Garage_01/2-39-131-30-2019-02-23T20-55-41-090860.csv.gz
ev_0595,ev,simulation_feeder_05,22.0,2026-01-15T06:00:00+05:30,2026-01-15T06:15:00+05:30,5.341,4.273,5.5,15,15,2026-01-15T06:15:00+05:30,1.4,22.0,0.0658,0.8888,available,88.71,15.0,21.0,validation,time series data/caltech/N_Wilson_Garage_01/2-137-521-3844-2020-11-14T00-40-01-528883.csv.gz
ev_0596,ev,simulation_feeder_06,7.12,2026-01-15T22:30:00+05:30,2026-01-16T05:48:47+05:30,33.359,26.687,52.069,15,438,2026-01-16T05:48:47+05:30,1.4,7.12,0.1779,0.8957,available,97.67,49.7,83.9,test,time series data/caltech/California_Garage_01/2-39-139-28-2020-04-12T17-03-14-295012.csv.gz
ev_0597,ev,simulation_feeder_07,6.99,2026-01-15T20:45:00+05:30,2026-01-16T05:35:09+05:30,22.172,17.738,61.762,15,530,2026-01-16T05:35:09+05:30,1.4,6.99,0.0484,0.9517,available,99.33,59.8,82.1,test,time series data/caltech/California_Garage_01/2-39-123-557-2018-05-22T15-23-09-274820.csv.gz
ev_0598,ev,simulation_feeder_08,9.46,2026-01-15T21:00:00+05:30,2026-01-15T23:51:39+05:30,19.972,15.978,27.063,15,171,2026-01-15T23:51:39+05:30,1.4,9.46,0.1114,0.9274,available,75.7,53.8,80.2,test,time series data/caltech/California_Garage_02/2-6-3-1631-2019-10-20T15-41-37-914575.csv.gz
ev_0599,ev,simulation_feeder_09,11.32,2026-01-15T22:15:00+05:30,2026-01-15T22:33:34+05:30,3.286,2.629,3.503,15,18,2026-01-15T22:33:34+05:30,1.4,11.32,0.0961,0.9262,available,99.04,48.4,51.7,test,time series data/caltech/California_Garage_02/2-6-3-1628-2020-04-18T16-54-56-505756.csv.gz
ev_0600,ev,simulation_feeder_10,22.0,2026-01-15T10:30:00+05:30,2026-01-15T10:57:13.974059+05:30,9.985,7.988,9.985,15,27,2026-01-15T10:57:13.974059+05:30,1.4,22.0,0.0959,0.8803,available,48.89,49.1,69.5,test,time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-06-29T05-05-09-835841.csv.gz
ev_0601,ev,simulation_feeder_01,3.6,2026-01-15T23:30:00+05:30,2026-01-16T01:38:45+05:30,2.757,2.206,7.725,15,128,2026-01-16T01:38:45+05:30,1.4,3.6,0.1424,0.8755,available,95.09,85.4,88.3,test,time series data/caltech/California_Garage_01/2-39-130-31-2018-12-21T18-07-14-239500.csv.gz
ev_0602,ev,simulation_feeder_02,6.26,2026-01-15T23:30:00+05:30,2026-01-16T05:55:36+05:30,12.251,9.801,38.27,15,385,2026-01-16T05:55:36+05:30,1.4,6.26,0.1386,0.9505,available,38.27,48.0,80.0,test,time series data/caltech/California_Garage_01/2-39-79-383-2020-01-10T18-03-25-631999.csv.gz
ev_0603,ev,simulation_feeder_03,22.0,2026-01-15T08:30:00+05:30,2026-01-15T09:01:30.375636+05:30,8.425,6.74,11.552,15,31,2026-01-15T09:01:30.375636+05:30,1.4,22.0,0.1222,0.9815,available,41.31,26.9,47.3,test,time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-10-10T03-12-50-348346.csv.gz
ev_0604,ev,simulation_feeder_04,10.77,2026-01-15T00:30:00+05:30,2026-01-15T00:55:29+05:30,3.913,3.13,4.574,15,25,2026-01-15T00:55:29+05:30,1.4,10.77,0.0769,0.9291,available,69.16,46.4,52.1,test,time series data/caltech/California_Garage_02/2-6-3-1623-2020-05-03T19-04-32-940948.csv.gz
ev_0605,ev,simulation_feeder_05,6.78,2026-01-15T21:45:00+05:30,2026-01-16T01:30:13+05:30,0.864,0.691,25.449,15,225,2026-01-16T01:30:13+05:30,1.4,6.78,0.0483,0.88,available,46.66,28.6,30.5,test,time series data/caltech/California_Garage_01/2-39-78-364-2019-04-22T16-28-55-261183.csv.gz
ev_0606,ev,simulation_feeder_06,6.71,2026-01-15T20:45:00+05:30,2026-01-16T05:57:02+05:30,10.404,8.323,61.736,15,552,2026-01-16T05:57:02+05:30,1.4,6.71,0.2113,0.9078,available,84.43,13.3,25.6,test,time series data/caltech/California_Garage_01/2-39-92-436-2018-07-27T15-20-30-346733.csv.gz
ev_0607,ev,simulation_feeder_07,3.43,2026-01-15T23:30:00+05:30,2026-01-16T08:29:56+05:30,13.027,10.422,30.866,15,539,2026-01-16T08:29:56+05:30,1.4,3.43,0.1986,0.9738,available,90.9,12.0,26.3,test,time series data/caltech/California_Garage_01/2-39-78-363-2018-12-03T18-08-07-971822.csv.gz
ev_0608,ev,simulation_feeder_08,16.84,2026-01-15T06:00:00+05:30,2026-01-15T06:54:44+05:30,7.691,6.153,15.362,15,54,2026-01-15T06:54:44+05:30,1.4,16.84,0.0587,0.9644,available,40.38,17.1,36.1,test,time series data/caltech/California_Garage_02/2-6-3-1631-2020-06-13T00-40-59-899680.csv.gz
ev_0609,ev,simulation_feeder_09,10.74,2026-01-15T10:00:00+05:30,2026-01-15T10:56:18+05:30,1.494,1.195,10.078,15,56,2026-01-15T10:56:18+05:30,1.4,10.74,0.0608,0.8811,available,41.45,66.1,69.7,test,time series data/caltech/California_Garage_02/2-6-3-1631-2020-02-01T04-38-07-738788.csv.gz
ev_0610,ev,simulation_feeder_10,6.72,2026-01-15T21:15:00+05:30,2026-01-16T05:27:08+05:30,7.835,6.268,42.19,15,492,2026-01-16T05:27:08+05:30,1.4,6.72,0.1546,0.9702,available,42.19,14.6,33.2,test,time series data/caltech/California_Garage_01/2-39-128-18-2018-07-30T15-46-04-918643.csv.gz
